hero,win_rate,pick_rate,ban_rate,z_score
Zilong,47.81,0.89,0.49,-0.40454346861134827
Leomord,47.6,0.13,0.05,-0.9398623811349813
Karina,47.58,0.77,8.57,-0.44813199463095754
Claude,47.36,1.9,1.32,0.19820346705686112
Kaja,46.94,0.11,0.13,-1.1321556627451357
Grock,46.73,0.19,0.09,-1.1305632726076145
Kimmy,46.47,0.18,0.09,-1.2069595204234302
Franco,46.42,2.06,8.97,0.321562065300819
Joy,46.36,0.07,0.85,-1.3147833265224924
Lesley,46.18,1.68,1.19,-0.07219378016994149
Lapu-Lapu,46.05,0.37,0.06,-1.1638611986030807
Selena,45.79,0.92,2.07,-0.744502716838095
Hayabusa,45.79,0.54,0.61,-1.0788867939835143
Jawhead,45.78,0.41,0.3,-1.1938654979566465
Nolan,45.65,0.47,7.05,-1.108794469307002
Paquito,45.65,0.8,0.85,-0.8851191063458426
Guinevere,45.58,0.61,0.54,-1.0664708328350132
Karrie,45.13,0.87,0.56,-0.926886438972789
Gusion,45.0,0.73,0.47,-1.0825381168108177
Beatrix,44.98,0.39,0.08,-1.4069037603495835
Balmond,44.25,0.7,0.35,-1.268253345772417
Valentina,42.97,0.47,0.57,-1.7978191950432283
Chou,42.64,0.82,1.31,-1.453257635833226
Lancelot,42.3,0.95,0.91,-1.364911857136007
Fanny,42.08,0.91,8.74,-1.3795300636745558
Wanwan,41.95,0.15,0.22,-2.442774827656814
