hero,win_rate,pick_rate,ban_rate,z_score
X.Borg,50.03,1.27,7.43,0.23897149973034065
Natalia,50.02,0.35,1.73,-0.18714522656799537
Gord,50.02,0.57,0.16,-0.1139385373658249
Bane,50.01,0.39,0.15,-0.18883743728591973
Yu Zhong,49.95,1.3,1.09,0.178239952800201
Eudora,49.91,0.73,1.19,-0.06280517539470812
Aamon,49.9,0.38,0.46,-0.2174401890194426
Novaria,49.89,1.01,2.63,0.0636211649010326
Cyclops,49.76,0.58,0.16,-0.16903778756077859
Badang,49.67,0.28,0.07,-0.3230943434624496
Aurora,49.64,0.47,4.79,-0.2006364587007236
Irithel,49.59,0.35,0.08,-0.3123583413914729
Clint,49.54,0.73,0.21,-0.14994664660133802
Lunox,49.47,0.43,0.43,-0.30221716813063293
Brody,49.42,0.8,0.52,-0.13913859464903924
Johnson,49.1,0.91,3.62,-0.11780092600234486
Hanzo,49.01,0.22,1.84,-0.5102335573709839
Akai,48.96,0.52,0.72,-0.3770223962723344
Valir,48.89,0.94,5.59,-0.12246179066406247
Tigreal,48.86,1.72,67.98,0.8933394629310484
Layla,48.85,1.65,2.12,0.2184103543090844
Khufra,48.82,0.56,1.22,-0.38334966193003644
Julian,48.74,0.38,0.34,-0.5093298092797541
Yve,48.73,0.07,0.06,-0.6855774685779392
Bruno,48.71,0.63,0.14,-0.3802673433155542
Nana,48.71,2.27,43.08,0.943267579435418
Baxia,48.69,0.16,0.2,-0.6456177481538308
Chang'e,48.64,1.25,0.83,-0.04054822324333716
Mathilda,48.61,0.55,40.8,-0.05482218998142351
Granger,48.6,0.78,0.37,-0.31738912236859723
Hanabi,48.58,1.67,2.42,0.2048998901575712
Cici,48.54,0.63,6.34,-0.3580276484471121
Atlas,48.54,0.77,5.66,-0.2842622756130751
Martis,48.49,1.21,11.04,0.012496877758026402
Arlott,48.38,0.58,1.84,-0.46657702934240086
Leomord,48.32,0.13,0.05,-0.7672486281943536
Chip,48.27,0.18,14.51,-0.6112605427810343
Kagura,48.11,0.45,0.16,-0.6252973050552505
Pharsa,48.06,0.49,0.15,-0.6123325069349342
Cecilion,48.03,0.61,0.14,-0.5435879977141507
Kadita,47.85,0.43,0.24,-0.7006528146948898
Alice,47.81,0.1,0.26,-0.9276298185072012
Zilong,47.8,0.86,0.46,-0.4270181823440587
Claude,47.64,1.67,1.27,0.0992158294645041
Karina,47.29,0.88,8.05,-0.4386520993751689
Kaja,46.84,0.11,0.13,-1.1958668280534024
Franco,46.5,1.97,9.22,0.304653624523353
Grock,46.19,0.23,0.1,-1.2778214535875938
Jawhead,46.08,0.4,0.29,-1.1592890977238979
Selena,45.91,0.9,2.09,-0.7442691644178804
Hayabusa,45.88,0.6,0.69,-1.0284512572677391
Paquito,45.87,0.87,1.05,-0.7884538116049844
Nolan,45.78,0.6,9.51,-0.9657371922104152
Lesley,45.74,1.7,0.95,-0.0680502858472315
Lapu-Lapu,45.73,0.4,0.06,-1.2484176013194275
Kimmy,45.72,0.18,0.09,-1.4490014968001894
Gusion,45.71,0.65,0.46,-1.0237841518033133
Joy,45.33,0.09,1.22,-1.630141734695877
Guinevere,45.3,0.66,0.51,-1.1036791200790474
Beatrix,44.82,0.39,0.07,-1.4843416479122906
Karrie,44.58,0.87,0.72,-1.0414444233399731
Fanny,44.38,0.69,9.7,-1.1837789469542628
Balmond,44.17,0.81,0.32,-1.1896256579443585
Valentina,42.99,0.44,0.58,-1.8749747623650181
Chou,42.9,0.82,1.38,-1.421877620402261
Lancelot,42.87,0.98,1.05,-1.2337353411750593
Wanwan,41.96,0.15,0.24,-2.517543905416691
